Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Non-Travel,Travel_Frequently,Travel_Rarely,Departmnet_Human Resources,Departmnet_Research & Development,Departmnet_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,DistanceFromHome_normalized,DailyRate_normalized,HourlyRate_normalized,MonthlyRate_normalized,YearsAtCompany_normalized,YearsInCurrentRole_normalized,YearsSinceLastPromotion_normalized,YearsWithCurrManager_normalized,TotalWorkingYears_normalized,PercentSalaryHike_normalized,MonthlyIncome_normalized
45,0,1329,2,2,4,0,59,2,2,4,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1.3052827400973714,-0.3390898026047641,-1.2543423819261796,3.1622776601683795,2.6457513110645907,1.7320508075688772,3.0,3.1622776601683795,4.358898943540674,75.96051605933177
38,0,397,2,2,4,0,54,2,3,3,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,-1.0052405387161871,-0.5851223839616266,-0.016036198776884277,2.23606797749979,2.0,0.0,1.4142135623730951,3.1622776601683795,4.358898943540674,88.06815542521599
35,1,737,10,3,4,1,55,2,3,1,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,-0.16234578035072578,-0.5359158676902541,1.0142693997553462,3.605551275463989,3.4641016151377544,2.449489742783178,0.0,3.872983346207417,4.123105625617661,101.51847122568385
37,0,1470,10,3,2,0,71,3,1,2,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,1.6548361545959893,0.251388392651706,-0.6127730111309766,2.8284271247461903,2.0,2.6457513110645907,2.6457513110645907,2.8284271247461903,3.3166247903554,62.73754856543249
40,0,448,16,3,3,0,84,3,3,4,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,-0.8788063249613679,0.8910731041795485,0.7919336397119704,2.0,1.4142135623730951,1.7320508075688772,1.7320508075688772,4.242640687119285,3.872983346207417,89.13472948295743
44,0,602,1,5,1,1,37,3,2,4,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.49702458146642364,-1.4216331605749593,-0.5354754965773377,3.1622776601683795,2.6457513110645907,0.0,1.4142135623730951,3.7416573867739413,3.3166247903554,75.78258375114957
48,0,365,4,5,3,1,89,2,4,4,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,-1.0845718100917598,1.137105685536411,-1.2242666217180365,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,4.795831523312719,5.0,123.29639086364207
35,1,763,15,2,1,1,59,1,2,4,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15,-0.09788912235807286,-0.3390898026047641,1.0940966511489225,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.6457513110645907,3.7416573867739413,73.7563556583431
24,0,567,2,1,1,0,32,3,1,4,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,-0.5837931595334565,-1.6676657419318217,0.40825688565481727,2.449489742783178,1.7320508075688772,1.0,1.7320508075688772,2.449489742783178,3.605551275463989,61.318838867023565
27,0,486,8,3,2,0,86,4,1,3,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,-0.7846004402028751,0.9894861367222936,1.1491886978853343,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,2.23606797749979,4.123105625617661,59.30430001273095
27,0,591,2,3,4,1,87,3,1,4,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,-0.5242947060017769,1.038692652993666,-1.1265906715093472,2.0,1.4142135623730951,1.0,1.4142135623730951,2.449489742783178,3.605551275463989,50.79370039680118
40,1,1329,7,3,1,1,73,3,1,1,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,1.3052827400973714,0.349801425194451,-1.5423107588723726,2.0,1.4142135623730951,0.0,1.7320508075688772,3.1622776601683795,3.7416573867739413,46.54030511288038
29,0,469,10,3,3,1,42,2,2,3,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,-0.8267451781211482,-1.1756005792180968,1.2789079813998956,2.23606797749979,1.4142135623730951,1.0,2.0,2.8284271247461903,3.3166247903554,76.60939890117922
36,0,711,5,4,2,0,42,3,3,1,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,-0.2268024383433787,-1.1756005792180968,1.1916320604220596,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,3.0,3.4641016151377544,89.48742928478838
25,0,772,2,1,4,1,77,4,2,3,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,-0.075577202283693,0.5466274902799411,-1.3126668701802888,2.6457513110645907,2.6457513110645907,0.0,2.6457513110645907,2.6457513110645907,4.123105625617661,72.15261603018979
39,0,492,12,3,4,1,66,3,2,2,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,-0.7697258268199553,0.005355811294843447,-0.9303955254786564,2.23606797749979,2.0,1.0,0.0,2.6457513110645907,4.58257569495584,72.76675064890557
49,0,301,22,4,1,0,72,3,4,2,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,22,-1.2432343528429055,0.3005949089230785,-1.5199647501195932,2.0,1.4142135623730951,1.0,1.4142135623730951,5.196152422706632,4.0,128.11323116680805
50,0,813,17,5,4,0,50,2,3,1,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17,0.02606598916625969,-0.7819484490471167,1.0776533616893302,3.7416573867739413,3.3166247903554,1.0,3.3166247903554,4.358898943540674,3.872983346207417,115.1911454930456
20,0,1141,2,3,3,0,31,3,1,3,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.8392115207658811,-1.7168722582031943,-0.14926900568024734,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,4.358898943540674,52.754146756439916
34,0,1130,3,3,4,0,66,3,2,2,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0.811941396230528,0.005355811294843447,0.7053604234118949,3.3166247903554,2.8284271247461903,2.6457513110645907,3.0,3.3166247903554,3.4641016151377544,73.70888684548153
36,0,311,7,3,1,1,77,3,1,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,-1.218443330538039,0.5466274902799411,-0.4726536983855621,2.0,1.7320508075688772,1.0,1.7320508075688772,3.872983346207417,3.3166247903554,44.86646854834911
49,0,465,6,1,3,0,41,2,4,3,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,-0.8366615870430948,-1.2248070954894692,-0.37399396162800846,3.872983346207417,3.3166247903554,1.4142135623730951,3.4641016151377544,5.477225575051661,4.358898943540674,118.17783210061013
36,0,894,1,4,4,0,33,2,2,3,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.2268732698356784,-1.6184592256604493,0.15429941511222545,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,2.0,3.872983346207417,66.1362230551458
36,0,1040,3,2,4,1,79,4,2,1,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0.5888221954867294,0.645040522822686,1.6857739898231403,2.23606797749979,2.0,0.0,2.0,3.605551275463989,4.47213595499958,82.71638289964086
54,0,584,22,5,2,0,91,3,4,3,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,-0.5416484216151833,1.235518718079156,0.6144304381097051,3.1622776601683795,2.8284271247461903,2.0,2.6457513110645907,6.0,5.0,132.0075755401939
43,0,1291,15,2,3,1,65,2,4,3,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,1.2110768553388789,-0.043850704976529056,-1.5161701448596874,3.7416573867739413,3.1622776601683795,2.449489742783178,3.3166247903554,3.7416573867739413,4.898979485566356,132.67629780786015
35,1,880,12,4,4,1,36,3,2,4,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0.1921658386088653,-1.4708396768463317,-0.547983639841472,3.3166247903554,3.0,2.449489742783178,2.6457513110645907,3.605551275463989,4.898979485566356,67.68308503607086
38,0,1189,1,3,4,1,90,3,2,4,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.9582084278292404,1.1863122018077836,-0.6248595315884548,3.605551275463989,3.3166247903554,1.4142135623730951,3.0,4.358898943540674,3.872983346207417,68.81133627535509
29,0,991,5,3,1,1,43,2,2,2,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0.46734618619288354,-1.1263940629467242,-1.5399215629679872,3.1622776601683795,0.0,0.0,3.0,3.1622776601683795,3.605551275463989,64.70703207534712
33,0,392,2,4,4,1,93,3,2,4,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,-1.0176360498686203,1.333931750621901,-1.4605159343810674,2.449489742783178,1.4142135623730951,0.0,2.0,2.449489742783178,3.7416573867739413,74.19568720619817
32,0,977,2,3,4,1,45,3,2,2,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.43263875496607046,-1.0279810304039791,1.5747466507370045,3.0,2.23606797749979,1.0,2.449489742783178,3.1622776601683795,3.605551275463989,73.95944834840239
31,0,1112,5,4,1,0,67,3,2,4,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0.7673175560817683,0.05456232756621595,1.1631022505049893,3.1622776601683795,0.0,0.0,1.4142135623730951,3.1622776601683795,3.3166247903554,74.0
49,0,464,16,3,4,0,74,3,1,1,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,-0.8391406892735814,0.3990079414658235,1.4936545309234597,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,4.123105625617661,4.0,50.86255990411808
38,0,148,2,3,4,0,42,2,1,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-1.622536994107363,-1.1756005792180968,1.3369513877829007,2.0,1.7320508075688772,1.7320508075688772,1.7320508075688772,2.0,4.69041575982343,49.39635614091387
47,0,1225,2,4,2,0,47,4,4,2,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1.04745610812676,-0.9295679978612341,0.9518692243702269,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,5.385164807134504,3.7416573867739413,126.38037822383663
49,0,809,1,3,3,1,36,3,4,3,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.016149580244313087,-1.4708396768463317,1.1342913587168146,2.8284271247461903,2.6457513110645907,0.0,0.0,4.795831523312719,3.7416573867739413,124.01209618420293
41,0,1206,23,2,4,1,80,3,3,3,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,1.0003531657475135,0.6942470390940585,-0.3825669586966848,1.4142135623730951,0.0,0.0,1.4142135623730951,4.58257569495584,4.0,84.15461959987698
20,0,727,9,1,4,1,54,3,1,1,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,-0.1871368026555923,-0.5851223839616266,0.9513070606280186,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,3.3166247903554,52.230259428802384
33,0,530,16,3,3,0,36,3,2,4,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,-0.6755199420614625,-1.4708396768463317,0.2553483477741643,2.449489742783178,2.23606797749979,1.0,1.4142135623730951,2.6457513110645907,5.0,73.2666363360568
36,0,1351,26,4,1,1,80,3,2,3,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26,1.3598229891680778,0.6942470390940585,-0.9689037418199239,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,3.1622776601683795,3.7416573867739413,73.12318373812782
44,0,528,1,3,3,0,44,3,1,4,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.6804781465224358,-1.0771875466753518,-1.4259428642352578,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.8284271247461903,4.242640687119285,56.52433104425032
23,1,1320,8,1,4,1,93,2,1,3,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,1.2829708200229917,1.333931750621901,0.8815987565941915,2.23606797749979,2.0,1.0,1.4142135623730951,2.23606797749979,3.3166247903554,63.15853069855251
38,0,1495,4,2,4,0,87,3,1,3,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1.7168137103581556,1.038692652993666,1.667222586330267,0.0,0.0,0.0,0.0,2.6457513110645907,4.358898943540674,57.4978260458602
53,0,1395,24,4,2,1,48,4,3,4,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24,1.4689034873094906,-0.8803614815898617,-1.525586387541676,2.0,1.7320508075688772,1.0,1.4142135623730951,3.3166247903554,3.872983346207417,83.69587803470371
48,1,708,7,2,4,0,95,3,1,3,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,-0.23423974503483866,1.432344783164646,-0.3616263592994262,3.0,2.6457513110645907,2.6457513110645907,2.6457513110645907,4.358898943540674,3.3166247903554,51.526692111953004
32,1,1259,2,4,4,1,95,3,1,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1.131745583963306,1.432344783164646,1.4811463876593254,1.0,0.0,0.0,0.0,1.0,3.4641016151377544,37.322915213043046
26,0,786,7,3,4,1,76,3,1,4,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,-0.04086977105687988,0.4974209740085685,-0.3356262862222931,2.6457513110645907,2.6457513110645907,2.23606797749979,2.6457513110645907,2.6457513110645907,4.47213595499958,50.695167422546305
55,0,1441,22,3,1,1,94,2,1,2,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22,1.5829421899118765,1.3831382668932737,1.3244432445187664,2.0,1.4142135623730951,1.0,1.4142135623730951,2.8284271247461903,3.4641016151377544,59.472682804797024
34,0,1157,5,2,2,1,57,2,2,4,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0.8788771564536676,-0.4375028351475091,-0.33745331838447007,3.872983346207417,3.1622776601683795,2.0,3.605551275463989,3.872983346207417,3.7416573867739413,63.13477647065839
60,0,370,1,4,3,1,92,1,3,4,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-1.0721762989393266,1.2847252343505287,0.8648743852634951,1.0,0.0,0.0,0.0,4.358898943540674,4.47213595499958,104.32161808561061
33,0,267,21,3,2,1,79,4,1,2,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,-1.3275238286794517,0.645040522822686,-0.09502020455714803,3.7416573867739413,3.3166247903554,1.4142135623730951,3.605551275463989,3.7416573867739413,4.242640687119285,45.033320996790806
37,0,1278,1,4,3,1,31,1,2,4,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.1788485263425523,-1.7168722582031943,-0.9326441804474896,2.449489742783178,1.7320508075688772,1.0,1.7320508075688772,2.449489742783178,3.7416573867739413,97.59610647971567
34,0,678,19,3,2,0,35,2,1,4,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,-0.3086128119494382,-1.5200461931177043,0.846744604577278,3.1622776601683795,3.0,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.4641016151377544,54.120236510939236
23,1,427,7,3,3,1,99,3,1,4,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,-0.9308674718015876,1.6291708482501361,1.516422162482895,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,1.7320508075688772,4.58257569495584,47.69696007084728
44,0,921,2,3,3,0,96,4,3,4,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0.293809030058818,1.4815512994360187,0.06983431284543094,2.8284271247461903,2.6457513110645907,2.449489742783178,2.6457513110645907,3.0,4.358898943540674,88.7637313321156
35,0,146,2,4,1,1,79,2,1,4,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,-1.6274951985683364,0.645040522822686,-0.048220073018308475,2.23606797749979,2.0,1.0,2.0,2.449489742783178,3.7416573867739413,70.21395872616783
43,0,1179,2,3,4,1,73,3,2,4,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0.9334174055243739,0.349801425194451,-1.1586340048152193,3.1622776601683795,3.0,2.8284271247461903,2.8284271247461903,3.1622776601683795,4.123105625617661,88.58329413608415
24,0,581,9,3,3,1,62,4,1,3,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,-0.5490857283066433,-0.19147025379064658,0.46419217800454143,2.23606797749979,1.7320508075688772,0.0,2.0,2.23606797749979,4.0,66.34003316248794
41,0,918,6,3,4,1,35,3,3,3,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0.28637172336735806,-1.5200461931177043,0.21866716359507385,3.1622776601683795,2.8284271247461903,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.4641016151377544,96.13012014972206
29,0,1082,9,4,4,0,43,3,1,3,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0.6929444891671688,-1.1263940629467242,1.5598493115684848,2.23606797749979,1.7320508075688772,1.0,1.4142135623730951,3.0,4.123105625617661,54.53439281774392
36,0,530,2,4,3,0,51,3,2,4,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-0.6755199420614625,-0.7327419327757442,-0.9660929231088825,3.605551275463989,2.6457513110645907,2.449489742783178,2.6457513110645907,4.123105625617661,3.872983346207417,67.09694478886502
45,0,1238,1,1,3,1,74,2,3,3,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0796844371230863,0.3990079414658235,-1.5344404664814566,4.795831523312719,3.872983346207417,3.7416573867739413,2.0,5.0,4.795831523312719,103.67256146155549
24,1,240,22,1,4,1,58,1,1,3,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,-1.3944595889025913,-0.3882963188761366,-0.38341020430999717,1.0,0.0,0.0,0.0,1.0,3.3166247903554,39.433488306260706
47,1,1093,9,3,3,1,82,1,4,3,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0.7202146137025219,0.7926600716368035,1.3844542239995006,4.795831523312719,2.23606797749979,3.7416573867739413,3.1622776601683795,5.0,3.3166247903554,113.73653766490345
26,0,390,17,4,4,1,62,1,1,3,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17,-1.0225942543295936,-0.19147025379064658,-1.137833946353513,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,1.7320508075688772,3.872983346207417,48.010415536631214
45,0,1005,28,2,4,0,48,2,4,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,28,0.5020536174196967,-0.8803614815898617,0.3943433330351623,4.58257569495584,2.449489742783178,2.8284271247461903,2.449489742783178,4.58257569495584,3.3166247903554,129.24395537122808
32,0,585,10,3,1,1,56,3,1,3,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,-0.5391693193846967,-0.4867093514188816,0.42821369850321134,2.23606797749979,1.4142135623730951,1.0,1.7320508075688772,3.1622776601683795,3.605551275463989,58.59180830116101
31,0,741,2,4,2,1,69,3,1,3,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,-0.15242937142877916,0.15297536010896096,0.5326356136183998,2.23606797749979,1.4142135623730951,0.0,1.7320508075688772,2.449489742783178,3.7416573867739413,58.966091951222275
41,0,552,4,3,3,1,60,1,2,2,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,-0.6209796929907562,-0.2898832863333916,0.9108312711890223,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,3.1622776601683795,4.358898943540674,80.18728078691782
40,0,369,8,2,2,0,92,3,2,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,-1.0746554011698133,1.2847252343505287,-1.303110086562748,1.0,0.0,0.0,0.0,4.242640687119285,4.0,80.72174428244226
24,0,506,29,1,2,1,91,3,1,1,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29,-0.7350183955931421,1.235518718079156,-1.5025376741111365,2.449489742783178,1.4142135623730951,1.0,1.4142135623730951,2.449489742783178,3.605551275463989,62.505999712027645
46,0,717,13,4,3,1,34,3,2,2,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,-0.21192782496045878,-1.5692527093890767,-0.6487514906323067,3.1622776601683795,2.6457513110645907,0.0,3.0,4.358898943540674,3.7416573867739413,74.57881736793632
